Customer ID,Product Category,Satisfaction Score,Days for Delivery,Customer Service Interaction,Purchase Amount,Customer Age,Gender
CUST0436,Books,10.0,5.0,No,113.74,45.0,nan
CUST0406,Books,7.0,5.0,yes,112.63,21.0,Other
CUST0214,Home Goods,8.0,4.0,No,171.47,48.0,F
CUST0991,Clothing,6.0,4.0,No,50.74,38.0,Female
CUST0360,Home Goods,6.0,5.0,yes,191.38,41.0,nan
CUST0293,Electronics,9.0,7.0,nan,133.87,39.0,F
,Books,6.0,4.0,Y,114.43,53.0,Male
,Electronics,10.0,7.0,N,77.34,32.0,Other
CUST0509,Books,10.0,5.0,,89.33,33.0,M
CUST0697,Home Goods,6.0,2.0,yes,,38.0,Female
CUST0783,Books,8.0,5.0,No,24.59,44.0,
CUST0274,Books,7.0,7.0,N,74.81,30.0,Prefer not to say
CUST0586,Home Goods,6.0,-1.0,yes,128.84,5.0,nan
CUST0883,Home Goods,6.0,4.0,nan,123.94,19.0,Female
CUST0133,Electronics,7.0,3.0,No,107.45,14.0,Prefer not to say
CUST0154,Home Goods,6.0,-1.0,yes,83.57,31.0,Female
,Home Goods,11.0,8.0,yes,69.5,0.0,Male
CUST0287,Electronics,6.0,4.0,Y,70.46,31.0,
CUST0916,Clothing,9.0,3.0,,60.51,22.0,Prefer not to say
CUST0308,,8.0,2.0,Yes,,54.0,Male
CUST0995,Books,8.0,3.0,Yes,170.51,23.0,Prefer not to say
CUST0997,Electronics,,6.0,nan,83.6,39.0,Prefer not to say
CUST0468,Electronics,9.0,7.0,Y,213.92,46.0,Female
CUST0871,Electronics,10.0,7.0,Y,17.23,5.0,nan
CUST0936,Electronics,8.0,7.0,no,76.61,41.0,M
CUST0497,Home Goods,6.0,3.0,no,110.9,45.0,F
CUST0553,Electronics,7.0,7.0,no,127.98,47.0,M
CUST0583,Books,7.0,5.0,,23.92,32.0,Female
CUST0150,Books,7.0,2.0,No,151.43,27.0,
CUST0914,Clothing,8.0,2.0,yes,151.49,20.0,Male
CUST0604,Clothing,7.0,6.0,Yes,,43.0,nan
CUST0641,Clothing,7.0,9.0,,29.8,27.0,
CUST0003,Electronics,9.0,5.0,N,65.88,26.0,M
CUST0252,Electronics,7.0,6.0,nan,163.07,17.0,M
CUST0026,Clothing,,6.0,no,,58.0,F
CUST0211,Home Goods,6.0,6.0,Y,117.68,27.0,
CUST0543,Home Goods,10.0,7.0,Y,62.18,40.0,Prefer not to say
CUST0738,Electronics,5.0,4.0,Yes,149.97,28.0,nan
CUST0462,Electronics,12.0,3.0,No,87.99,19.0,Male
CUST0401,Books,9.0,,Y,105.56,59.0,Other
CUST0717,Home Goods,11.0,3.0,N,17794.0,29.0,Other
,Books,8.0,7.0,yes,60.78,38.0,Prefer not to say
CUST0536,Clothing,5.0,6.0,Y,60.41,53.0,M
,Books,9.0,4.0,N,199.49,29.0,Prefer not to say
CUST0209,Clothing,9.0,0.0,no,100.71,38.0,F
CUST0881,,7.0,1.0,N,29.54,37.0,nan
CUST0838,Electronics,8.0,5.0,No,130.41,11.0,Prefer not to say
CUST0632,Books,6.0,1.0,N,83.83,29.0,M
CUST0725,Electronics,7.0,4.0,nan,126.13,,Male
,Home Goods,5.0,6.0,Y,,,M
CUST0855,Home Goods,6.0,5.0,,0.0,34.0,nan
CUST0489,Electronics,7.0,8.0,N,138.31,35.0,M
CUST0478,Books,11.0,2.0,nan,164.33,58.0,Prefer not to say
CUST0550,Home Goods,6.0,2.0,No,121.68,63.0,Other
CUST0994,Books,11.0,6.0,no,126.68,56.0,Male
CUST0176,Clothing,11.0,4.0,nan,84.38,63.0,Female
CUST0644,,5.0,4.0,yes,34.39,34.0,nan
CUST0343,Home Goods,6.0,6.0,no,157.23,35.0,M
CUST0831,Electronics,6.0,4.0,No,70.35,17.0,Female
CUST0492,Electronics,7.0,5.0,N,41.26,22.0,F
CUST0151,Home Goods,5.0,6.0,yes,121.48,44.0,F
CUST0608,Books,6.0,6.0,nan,109.46,30.0,Prefer not to say
CUST0235,Books,5.0,5.0,,88.72,30.0,nan
CUST0456,Home Goods,8.0,1.0,no,171.97,22.0,F
CUST0027,Clothing,4.0,6.0,,158.58,31.0,F
CUST0057,Books,3.0,5.0,No,68.0,24.0,Other
CUST0124,Home Goods,,8.0,Yes,140.49,37.0,nan
CUST0853,Electronics,8.0,4.0,Y,31.59,33.0,Female
CUST0553,Electronics,7.0,7.0,no,127.98,47.0,M
CUST0494,Clothing,,3.0,Yes,71.05,33.0,F
CUST0035,Clothing,11.0,6.0,Y,67.46,26.0,Male
,,7.0,2.0,yes,146.64,67.0,M
CUST0042,Home Goods,8.0,,no,84.93,51.0,Female
CUST0808,Electronics,8.0,2.0,yes,138.77,37.0,nan
CUST0090,Clothing,7.0,,Y,81.39,58.0,M
CUST0815,Books,7.0,9.0,nan,127.67,30.0,Prefer not to say
CUST0377,Books,12.0,5.0,Y,90.72,37.0,nan
CUST0628,Clothing,6.0,3.0,No,105.1,25.0,Male
CUST0758,Home Goods,7.0,5.0,no,109.38,25.0,Female
CUST0328,Home Goods,8.0,7.0,N,65.21,50.0,Other
CUST0143,,8.0,4.0,nan,106.48,43.0,Female
CUST0834,Books,11.0,5.0,yes,146.87,52.0,Prefer not to say
CUST0391,Home Goods,6.0,4.0,nan,109.82,,Male
CUST0768,Books,,5.0,N,181.12,69.0,Other
CUST0637,Electronics,7.0,8.0,no,30.31,42.0,nan
CUST0955,,7.0,6.0,N,139.52,59.0,nan
CUST0942,Electronics,7.0,4.0,yes,103.43,27.0,Prefer not to say
CUST0577,Electronics,7.0,6.0,Y,157.07,50.0,Female
CUST0331,Electronics,7.0,6.0,N,81.16,15.0,nan
CUST0001,Home Goods,8.0,8.0,Yes,126.0,37.0,Prefer not to say
CUST0481,Books,8.0,7.0,yes,74.04,48.0,Other
CUST0115,Home Goods,9.0,7.0,Y,39.55,29.0,M
CUST0002,Books,11.0,8.0,No,51.11,26.0,Female
CUST0132,Electronics,5.0,6.0,Yes,95.14,40.0,nan
CUST0480,Books,6.0,2.0,no,168.31,8.0,Prefer not to say
CUST0745,Home Goods,8.0,6.0,no,86.17,37.0,Prefer not to say
CUST0859,Clothing,6.0,8.0,N,43.11,43.0,Female
CUST0270,Home Goods,7.0,4.0,no,,67.0,nan
CUST0905,Home Goods,8.0,,nan,99.49,53.0,Other
CUST0125,Electronics,8.0,3.0,yes,89.16,16.0,
,Electronics,4.0,6.0,no,,14.0,M
CUST0554,Books,6.0,5.0,No,59.32,34.0,Prefer not to say
CUST0127,Clothing,7.0,4.0,yes,123.34,52.0,Other
CUST0937,Clothing,7.0,6.0,N,59.76,34.0,
CUST0303,Home Goods,8.0,6.0,yes,130.42,2.0,M
CUST0906,Clothing,12.0,7.0,No,11482.0,26.0,nan
CUST0264,Electronics,8.0,10.0,nan,94.69,32.0,nan
CUST0482,,8.0,7.0,no,208.2,8.0,Female
CUST0259,,7.0,3.0,no,43.37,20.0,
CUST0629,Home Goods,10.0,,No,,48.0,F
CUST0549,Clothing,8.0,10.0,yes,154.76,29.0,Female
CUST0052,Clothing,4.0,8.0,N,77.69,51.0,Prefer not to say
CUST0201,Home Goods,6.0,5.0,No,91.72,21.0,Prefer not to say
CUST0108,Books,5.0,5.0,No,5.76,48.0,Female
CUST0070,Clothing,5.0,,yes,126.67,49.0,Male
CUST0502,Electronics,6.0,6.0,no,75.28,42.0,M
CUST0716,Books,1.0,3.0,no,119.58,48.0,
CUST0634,Electronics,8.0,3.0,N,125.37,59.0,Other
CUST0692,Clothing,6.0,7.0,No,222.08,33.0,Male
CUST0499,Electronics,8.0,5.0,Y,95.6,29.0,nan
CUST0598,Home Goods,7.0,7.0,N,89.49,50.0,Other
,Home Goods,10.0,3.0,,40.81,23.0,nan
CUST0585,Clothing,7.0,6.0,Y,102.59,44.0,M
CUST0017,Books,7.0,7.0,no,67.19,28.0,Male
CUST0954,Books,7.0,4.0,Y,100.82,23.0,F
CUST0228,Clothing,5.0,5.0,no,89.33,31.0,Other
CUST0624,,6.0,7.0,Y,106.55,28.0,M
,Books,6.0,,Y,77.85,23.0,F
CUST0751,Books,9.0,5.0,No,43.37,49.0,F
CUST0006,Books,8.0,4.0,no,126.95,31.0,M
CUST0220,Home Goods,11.0,3.0,Yes,74.87,52.0,nan
CUST0841,Home Goods,7.0,8.0,No,103.64,31.0,Female
CUST0525,Clothing,6.0,8.0,Y,57.98,29.0,Female
CUST0698,Clothing,11.0,0.0,nan,105.98,46.0,Female
CUST0358,Books,7.0,7.0,N,145.87,31.0,M
CUST0129,,6.0,5.0,Yes,108.86,31.0,nan
CUST0072,Clothing,5.0,6.0,Yes,50.95,48.0,Prefer not to say
CUST0277,Electronics,7.0,1.0,no,13.31,18.0,
CUST0789,Books,,3.0,Y,149.51,13.0,
CUST0765,Electronics,5.0,5.0,no,119.1,27.0,Prefer not to say
CUST0384,Electronics,11.0,6.0,Yes,56.49,6.0,nan
CUST0968,Clothing,9.0,2.0,Y,72.53,,
CUST0730,Books,8.0,,Y,110.0,31.0,F
CUST0314,Home Goods,7.0,5.0,N,43.11,26.0,Male
CUST0306,Electronics,9.0,,,91.52,40.0,Male
CUST0779,Books,9.0,8.0,N,105.47,45.0,nan
CUST0864,Clothing,,,nan,187.29,17.0,M
CUST0999,Books,8.0,5.0,nan,44.5,36.0,nan
CUST0926,Home Goods,9.0,9.0,,84.4,30.0,Other
CUST0878,Clothing,5.0,3.0,nan,101.05,59.0,Male
CUST0568,Books,10.0,4.0,Yes,176.46,,Female
CUST0495,Electronics,12.0,7.0,no,0.0,26.0,Prefer not to say
CUST0004,Home Goods,6.0,3.0,No,66.16,,Male
CUST0524,Home Goods,11.0,5.0,N,82.06,52.0,nan
CUST0082,Books,9.0,6.0,no,42.27,45.0,M
CUST0850,Clothing,10.0,6.0,Y,86.79,26.0,Other
CUST0659,Books,7.0,3.0,N,107.99,21.0,Prefer not to say
,Electronics,7.0,6.0,No,96.77,33.0,nan
CUST0726,Electronics,,5.0,N,8.26,25.0,Female
,Clothing,8.0,3.0,no,44.11,,Female
,Electronics,6.0,6.0,Y,105.52,35.0,nan
CUST0777,Electronics,4.0,6.0,Y,58.34,15.0,nan
CUST0576,Clothing,10.0,6.0,N,160.42,34.0,M
CUST0806,Books,4.0,6.0,nan,117.03,43.0,F
,Electronics,9.0,3.0,nan,80.19,37.0,Female
CUST0392,Home Goods,7.0,5.0,Y,60.11,,nan
CUST0975,Books,7.0,3.0,N,113.95,9.0,Prefer not to say
CUST0570,Home Goods,9.0,8.0,N,70.52,37.0,Other
